Case ID,Label,Duration_2_M,Duration_2_S,Duration_2_L,Duration_2_LL,Cumduration_5_S,Cumduration_5_M,Cumduration_5_L,Cumduration_5_LL,Duration_3_M,Duration_3_L,Duration_3_LL,Cumduration_3_M,Cumduration_3_S,Cumduration_3_L,Cumduration_3_LL,Duration_5_M,Duration_5_S,Duration_5_L,Duration_5_LL,Duration_4_S,Duration_4_M,Duration_4_L,Duration_4_LL,Cumduration_2_M,Cumduration_2_S,Cumduration_2_L,Cumduration_2_LL,Cumduration_4_S,Cumduration_4_M,Cumduration_4_L,Cumduration_4_LL
FEA,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5747100000000005,0.0,0.4252899999999995,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9752999999999998,0.024700000000000166,0.0
FF,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.6071100000000005,0.3928899999999995,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FG,0,0.90231,0.09769000000000005,0.0,0.0,0.5776600000000003,0.4223399999999997,0.0,0.0,1.0,0.0,0.0,0.8444399999999996,0.15556000000000036,0.0,0.0,1.0,0.0,0.0,0.0,0.9528700000000003,0.04712999999999967,0.0,0.0,0.90231,0.09769000000000005,0.0,0.0,0.5055700000000001,0.4944299999999999,0.0,0.0
FGA,1,0.9409199999999998,0.05908000000000024,0.0,0.0,0.28164999999999996,0.71835,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.30613,0.69387,0.0,0.0,0.9409199999999998,0.05908000000000024,0.0,0.0,0.18310000000000004,0.8169,0.0,0.0
FH,0,0.9131100000000001,0.08688999999999991,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8127599999999999,0.18724000000000007,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,0.9131100000000001,0.08688999999999991,0.0,0.0,0.0,1.0,0.0,0.0
FHA,0,1.0,0.0,0.0,0.0,0.09013000000000027,0.9098699999999997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.027309999999999945,0.97269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FI,1,0.9185099999999999,0.08149000000000006,0.0,0.0,0.05826999999999982,0.9417300000000002,0.0,0.0,1.0,0.0,0.0,0.8071800000000002,0.19281999999999977,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.5604900000000006,0.4395099999999994,0.0,0.9185099999999999,0.08149000000000006,0.0,0.0,0.0,1.0,0.0,0.0
FIA,1,1.0,0.0,0.0,0.0,0.13153000000000015,0.8684699999999999,0.0,0.0,1.0,0.0,0.0,0.9439799999999998,0.05602000000000018,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02002000000000015,0.9799799999999999,0.0,0.0
FJ,0,1.0,0.0,0.0,0.0,0.0,0.8621700000000008,0.13782999999999923,0.0,0.0,1.0,0.0,0.2562899999999999,0.0,0.7437100000000001,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6531000000000011,0.3468999999999989,0.0
FJA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.5795700000000004,0.42042999999999964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FK,0,1.0,0.0,0.0,0.0,0.17535999999999996,0.82464,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8931999999999998,0.10680000000000023,0.0,0.0,1.0,0.0,0.0,0.0,0.07303000000000015,0.9269699999999998,0.0,0.0
FKA,0,0.8094300000000008,0.0,0.19056999999999924,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.8094300000000008,0.0,0.19056999999999924,0.0,0.0,1.0,0.0,0.0
FL,1,1.0,0.0,0.0,0.0,0.0517000000000003,0.9482999999999997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FM,0,0.8003400000000003,0.19965999999999973,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7433700000000001,0.2566299999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.826550000000001,0.173449999999999,0.8003400000000003,0.19965999999999973,0.0,0.0,0.0,1.0,0.0,0.0
FMA,0,1.0,0.0,0.0,0.0,0.5070099999999997,0.49299000000000026,0.0,0.0,1.0,0.0,0.0,0.8723399999999999,0.1276600000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.48873999999999995,0.51126,0.0,0.0
FN,1,0.7781099999999999,0.22189000000000014,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8127599999999999,0.18724000000000007,0.0,0.0,0.0,0.0,0.7280000000000006,0.27199999999999935,0.9627699999999999,0.037230000000000096,0.0,0.0,0.7781099999999999,0.22189000000000014,0.0,0.0,0.53824,0.46175999999999995,0.0,0.0
FNA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.20492000000000132,0.7950799999999987,1.0,0.0,0.0,0.0,0.0,0.8616299999999999,0.1383700000000001,0.0
FO,0,1.0,0.0,0.0,0.0,0.3582399999999999,0.6417600000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.36418000000000017,0.6358199999999998,0.0,0.0
FP,1,1.0,0.0,0.0,0.0,0.11289999999999978,0.8871000000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.03163000000000027,0.9683699999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FQ,1,1.0,0.0,0.0,0.0,0.39982000000000006,0.6001799999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.3117099999999997,0.6882900000000003,0.0,0.0
FR,1,1.0,0.0,0.0,0.0,0.2656299999999998,0.7343700000000002,0.0,0.0,1.0,0.0,0.0,0.9260700000000002,0.07392999999999983,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16572999999999993,0.8342700000000001,0.0,0.0
FS,1,0.9914100000000001,0.008589999999999876,0.0,0.0,0.5114199999999998,0.48858000000000024,0.0,0.0,1.0,0.0,0.0,0.8885399999999999,0.11146000000000011,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.83704,0.16296,0.0,0.0,0.9914100000000001,0.008589999999999876,0.0,0.0,0.43303,0.56697,0.0,0.0
FT,0,0.8422800000000001,0.15771999999999986,0.0,0.0,0.48109,0.51891,0.0,0.0,1.0,0.0,0.0,0.7849499999999998,0.21505000000000019,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.32106999999999974,0.6789300000000003,0.0,0.0,0.8422800000000001,0.15771999999999986,0.0,0.0,0.3999999999999999,0.6000000000000001,0.0,0.0
FU,0,1.0,0.0,0.0,0.0,0.0,0.5225999999999997,0.47740000000000027,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2941800000000008,0.7058199999999992,0.0
FV,1,1.0,0.0,0.0,0.0,0.29415999999999976,0.7058400000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9568300000000001,0.04316999999999993,0.0,0.0,1.0,0.0,0.0,0.0,0.1988500000000002,0.8011499999999998,0.0,0.0
FW,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FX,0,1.0,0.0,0.0,0.0,0.0,0.8979900000000001,0.10200999999999993,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.5838200000000011,0.4161799999999989,1.0,0.0,0.0,0.0,0.0,0.6911700000000005,0.3088299999999995,0.0
FY,0,0.7987200000000003,0.0,0.20127999999999968,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8433599999999997,0.0,0.15664000000000033,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.7987200000000003,0.0,0.20127999999999968,0.0,0.0,1.0,0.0,0.0
FZ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.3245100000000001,0.6754899999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
G,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17059000000000024,0.8294099999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GAA,0,0.3896700000000006,0.0,0.6103299999999994,0.0,0.0,0.3607800000000001,0.6392199999999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3911300000000013,0.6088699999999987,0.88321,0.11678999999999995,0.0,0.0,0.3896700000000006,0.0,0.6103299999999994,0.0,0.0,1.0,0.0,0.0
GB,0,1.0,0.0,0.0,0.0,0.3637299999999999,0.6362700000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.34816,0.65184,0.0,0.0
GBA,0,0.4681500000000005,0.0,0.5318499999999995,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.4681500000000005,0.0,0.5318499999999995,0.0,0.0,1.0,0.0,0.0
GC,0,0.9212100000000003,0.0787899999999997,0.0,0.0,0.14619999999999989,0.8538000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9390099999999997,0.06099000000000032,0.0,0.0,0.9212100000000003,0.0787899999999997,0.0,0.0,0.04350999999999994,0.9564900000000001,0.0,0.0
GCA,0,1.0,0.0,0.0,0.0,0.19552000000000014,0.8044799999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.07086999999999977,0.9291300000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.08950000000000014,0.9104999999999999,0.0,0.0
GD,1,0.8449800000000001,0.15501999999999994,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7816200000000002,0.2183799999999998,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,0.8449800000000001,0.15501999999999994,0.0,0.0,0.0,1.0,0.0,0.0
GDA,0,0.8485800000000001,0.1514199999999999,0.0,0.0,0.41224000000000016,0.5877599999999998,0.0,0.0,1.0,0.0,0.0,0.7749599999999996,0.22504000000000035,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.8485800000000001,0.1514199999999999,0.0,0.0,0.3251200000000001,0.6748799999999999,0.0,0.0
GE,0,0.8834999999999997,0.11650000000000027,0.0,0.0,0.29361999999999977,0.7063800000000002,0.0,0.0,1.0,0.0,0.0,0.79053,0.20947000000000005,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.8834999999999997,0.11650000000000027,0.0,0.0,0.19614999999999982,0.8038500000000002,0.0,0.0
GEA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GF,0,0.8924099999999999,0.10759000000000007,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7965599999999999,0.20344000000000007,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,0.8924099999999999,0.10759000000000007,0.0,0.0,0.0,1.0,0.0,0.0
GFA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.6539099999999998,0.34609000000000023,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GG,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.3245100000000001,0.6754899999999999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GGA,1,1.0,0.0,0.0,0.0,0.3145899999999999,0.6854100000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9211900000000002,0.07880999999999982,0.0,0.0,1.0,0.0,0.0,0.0,0.21892000000000023,0.7810799999999998,0.0,0.0
GH,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9597299999999995,0.0,0.04027000000000047,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GHA,0,0.9607200000000002,0.03927999999999976,0.0,0.0,0.0,0.8062800000000001,0.1937199999999999,0.0,1.0,0.0,0.0,0.8327400000000003,0.16725999999999974,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.0,1.0,0.9607200000000002,0.03927999999999976,0.0,0.0,0.0,0.5937900000000012,0.40620999999999885,0.0
GI,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26610000000000067,0.0,0.7338999999999993,0.0,0.9588100000000002,0.04118999999999984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
GIA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.9995099999999999,0.0004900000000001015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GJ,0,0.9194100000000001,0.08058999999999994,0.0,0.0,0.25312,0.74688,0.0,0.0,1.0,0.0,0.0,0.8066399999999998,0.1933600000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9194100000000001,0.08058999999999994,0.0,0.0,0.1543000000000001,0.8456999999999999,0.0,0.0
GJA,0,1.0,0.0,0.0,0.0,0.07392999999999983,0.9260700000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GK,1,0.7754099999999999,0.22459000000000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7754099999999999,0.22459000000000007,0.0,0.0,0.0,0.0,0.0,1.0
GKA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.9015000000000004,0.09849999999999959,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GL,0,0.83697,0.16303,0.0,0.0,0.5372500000000002,0.4627499999999998,0.0,0.0,1.0,0.0,0.0,0.7539000000000002,0.24609999999999976,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.44643999999999995,0.55356,0.0,0.0,0.83697,0.16303,0.0,0.0,0.46119999999999983,0.5388000000000002,0.0,0.0
GLA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GM,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5267400000000002,0.4732599999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GMA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.07340999999999998,0.92659,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GN,1,1.0,0.0,0.0,0.0,0.29811999999999994,0.7018800000000001,0.0,0.0,1.0,0.0,0.0,0.9019499999999998,0.09805000000000019,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20101000000000013,0.7989899999999999,0.0,0.0
GNA,0,0.6006300000000007,0.0,0.39936999999999934,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.67605,0.0,0.32394999999999996,0.0,0.9568300000000001,0.04316999999999993,0.0,0.0,0.6006300000000007,0.0,0.39936999999999934,0.0,0.0,1.0,0.0,0.0
GO,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GP,0,1.0,0.0,0.0,0.0,0.1123599999999998,0.8876400000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GQ,0,0.9562200000000001,0.04377999999999993,0.0,0.0,0.06888999999999967,0.9311100000000003,0.0,0.0,1.0,0.0,0.0,0.8349899999999999,0.1650100000000001,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.7115999999999998,0.2884000000000002,0.0,0.9562200000000001,0.04377999999999993,0.0,0.0,0.0,1.0,0.0,0.0
GS,1,1.0,0.0,0.0,0.0,0.0,0.6917100000000005,0.3082899999999995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.47238000000000113,0.5276199999999989,0.0
GT,0,0.9248099999999999,0.07519000000000009,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8538899999999998,0.14611000000000018,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,0.9248099999999999,0.07519000000000009,0.0,0.0,0.0,1.0,0.0,0.0
GU,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GV,1,0.9104099999999997,0.08959000000000028,0.0,0.0,0.17788000000000004,0.82212,0.0,0.0,1.0,0.0,0.0,0.8082600000000002,0.1917399999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9104099999999997,0.08959000000000028,0.0,0.0,0.07303000000000015,0.9269699999999998,0.0,0.0
GW,1,1.0,0.0,0.0,0.0,0.04657,0.95343,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GX,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.8041200000000002,0.19587999999999983,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GY,0,1.0,0.0,0.0,0.0,0.16176999999999975,0.8382300000000003,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.05286999999999997,0.94713,0.0,0.0
H,1,0.8324699999999998,0.16753000000000018,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7555199999999997,0.24448000000000025,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,1.0,0.0,0.8324699999999998,0.16753000000000018,0.0,0.0,0.0,1.0,0.0,0.0
HA,0,1.0,0.0,0.0,0.0,0.40332999999999997,0.59667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.31540000000000035,0.6845999999999997,0.0,0.0
HAA,0,0.9860100000000003,0.013989999999999725,0.0,0.0,0.3364600000000002,0.6635399999999998,0.0,0.0,1.0,0.0,0.0,0.86172,0.13827999999999996,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.9860100000000003,0.013989999999999725,0.0,0.0,0.24268,0.75732,0.0,0.0
HB,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.08175999999999961,0.9182400000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HBA,1,1.0,0.0,0.0,0.0,0.0,0.6340200000000005,0.36597999999999953,0.0,1.0,0.0,0.0,0.9142799999999998,0.08572000000000024,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4115399999999996,0.5884600000000004,0.0
HCA,1,1.0,0.0,0.0,0.0,0.29262999999999995,0.70737,0.0,0.0,1.0,0.0,0.0,0.9165299999999998,0.08347000000000016,0.0,0.0,1.0,0.0,0.0,0.0,0.1381899999999998,0.8618100000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.22756000000000043,0.7724399999999996,0.0,0.0
HD,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HDA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HE,0,0.9481200000000003,0.051879999999999704,0.0,0.0,0.1371100000000003,0.8628899999999997,0.0,0.0,1.0,0.0,0.0,0.8260800000000001,0.17391999999999985,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,0.9689100000000002,0.03108999999999984,0.0,0.9481200000000003,0.051879999999999704,0.0,0.0,0.02605000000000013,0.9739499999999999,0.0,0.0
HEA,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15036000000000094,0.0,0.8496399999999991,0.0,0.9489100000000001,0.05108999999999986,0.0,0.0,1.0,0.0,0.0,0.0,0.04242999999999997,0.95757,0.0,0.0
HF,0,1.0,0.0,0.0,0.0,0.12856000000000023,0.8714399999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23098000000000019,0.7690199999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.040269999999999584,0.9597300000000004,0.0,0.0
HFA,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9977099999999997,0.0,0.0022900000000003473,0.0,0.93703,0.06296999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.13251999999999997,0.86748,0.0,0.0
HG,0,0.96882,0.031179999999999986,0.0,0.0,0.2881299999999998,0.7118700000000002,0.0,0.0,1.0,0.0,0.0,0.8393999999999999,0.16060000000000008,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,0.96882,0.031179999999999986,0.0,0.0,0.1901200000000003,0.8098799999999997,0.0,0.0
HGA,0,0.9706200000000003,0.02937999999999974,0.0,0.0,0.07392999999999983,0.9260700000000002,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.9884200000000001,0.011579999999999924,0.0,0.0,0.9706200000000003,0.02937999999999974,0.0,0.0,0.0,1.0,0.0,0.0
HH,0,1.0,0.0,0.0,0.0,0.1668099999999999,0.8331900000000001,0.0,0.0,1.0,0.0,0.0,0.9002400000000002,0.09975999999999985,0.0,0.0,0.9990600000000001,0.0009399999999999409,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05826999999999982,0.9417300000000002,0.0,0.0
