Resource5_560925,Label_0,(case) last_phase_Vergunning verleend,(case) SUMleges_Large,Duration_2_L,Cumduration_2_S,Duration_2_M,Case ID,Cumduration_3_M,(case) includes_subcases_None,(case) casestatus_O,monitoringResource1_560872,monitoringResource3_2670601,Resource1_560925,Cumduration_2_M,(case) requestcomplete_True,Cumduration_2_L,monitoringResource1_560925,monitoringResource2_2670601,Resource3_560872,(case) includes_subcases_J,(case) termname_Termijn bezwaar en beroep 1,Cumduration_5_M,Resource5_560872,monitoringResource3_3273854,Cumduration_4_S,(case) parts_Bouw,Duration_2_S,Resource2_560872,Cumduration_3_L,Cumduration_5_S,(case) caseprocedure_Uitgebreid,(case) caseprocedure_None,Activity2_phase application received,monitoringResource4_560872,monitoringResource1_560912,monitoringResource3_560464,Resource4_560912,(case) SUMleges_Meidum,Activity1_register submission date request,Label,Label_1,Cumduration_4_M,(case) responsible_actor_560464.0,(case) responsible_actor_560912.0,(case) termname_None,Resource1_560872,Activity4_reception through OLO,Resource2_560925,Cumduration_3_S,Resource3_560912,(case) SUMleges_Short,Resource4_560872,monitoringResource2_560872,Activity2_OLO messaging active,Resource1_560912,(case) responsible_actor_4901428.0,(case) requestcomplete_False,Activity4_send confirmation receipt,Resource2_560912,monitoringResource4_2670601,Activity2_regular procedure without MER,monitoringResource5_560872,Duration_4_M,Resource4_560925,Resource5_560912,monitoringResource3_560872,Activity5_send confirmation receipt,Duration_3_M,(case) termname_Termijn tot besluit,Resource3_560925,Activity3_phase application received,monitoringResource4_3273854,monitoringResource5_3273854,(case) last_phase_Beschikking verzonden,(case) casestatus_G,Activity2_enter senddate acknowledgement,monitoringResource5_2670601,monitoringResource2_3273854,(case) includes_subcases_N,Duration_5_M
0,1,1,1,0,0,1,3645961,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,1,1,0.434289999999999,0,0.565710000000001,3648178,0.78081,0,1,0,1,0,0.565710000000001,1,0.434289999999999,0,0,0,1,1,1,0,0,0,1,0,0,0.21919,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,1,3649001,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0.51801,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0.12642,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
0,1,1,1,0,0,1,3649878,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,0,0,1,3651397,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,0,0,0,0,1,3683339,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,1,3684042,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,1,1,0,0,0,1,3685684,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0.6666
0,1,1,0,0,0,1,3686476,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
0,0,0,1,1,0,0,3690553,0.225510000000001,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0.774489999999999,0,0,1,0,0,0,0,0,0,1,1,1,0.011670000000001,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.564450000000001,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,1,0,0,3692431,0.10995,0,1,1,1,0,0,1,1,0,0,1,1,1,0.86865,1,0,0,1,0,1,0.89005,0,0,1,1,0,0,0,0,1,1,0,0,0.68262,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,1,0.24583,0,0.75417,3693886,0.21174,0,0,1,1,0,0.75417,1,0.24583,0,1,1,1,1,0,0,0,0,0,0,0,0.78826,0,0,1,0,0,0,0,0,0,1,0,0,0.75633,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.20274,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,1,1,0,0,3704488,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0.733020000000001,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.531690000000001,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,0,1,1,1,0,0,3707973,0.00312,0,0,1,1,0,0,0,1,0,0,1,1,1,0.79836,1,0,0,0,0,1,0.99688,0,0,1,1,0,0,0,0,0,1,1,1,0.60432,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,1,0,1,0,0,3709450,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0.333690000000001,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0.092040000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
0,1,1,0,1,0,0,3715655,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
0,1,1,0,1,0,0,3718043,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0.059190000000001,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.840030000000001,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
0,1,0,0,1,0,0,3719678,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0.71934,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0.516570000000001,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,1,1,0,0,3720299,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0.717630000000001,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0.51468,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,1,0,1,0,0,3721542,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0.320550000000001,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.16125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1,1,0,0.24583,0,0.75417,3723337,0.71601,0,1,1,1,1,0.75417,1,0.24583,0,1,0,1,1,0.33405,0,0,0,1,0,0,0.28399,0,0,1,0,0,0,0,0,1,1,0,0,0.72177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25386
0,0,1,1,1,0,0,3725165,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.68748,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1
0,1,0,0,1,0,0,3727018,0.163860000000001,0,0,1,0,0,0,1,1,0,0,0,1,0,0.86226,1,0,0,0,0,0,0.836139999999999,0,1,0,0,0,0,0,0,0,1,0,0,0.67542,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
0,1,1,1,1,0,0,3728500,0.20031,0,0,1,0,0,0,1,1,0,0,1,1,1,0.927420000000001,1,1,0,1,0,1,0.79969,0,0,1,1,0,0,0,0,0,1,0,0,0.748140000000001,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
0,1,1,0,0,0,1,3732904,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0.24583,0,0.75417,3734326,0.271500000000001,0,0,0,0,0,0.75417,0,0.24583,0,0,0,1,1,0.07251,0,1,0,1,0,0,0.7285,0,0,1,0,0,0,0,0,1,1,1,1,0.79944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.32037,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0,0.58999,0,0.41001,3736131,0.644460000000001,0,0,0,0,1,0.41001,1,0.58999,1,0,0,1,1,1,0,1,0,0,0,0,0.355539999999999,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1
1,1,1,1,0,0.37318,0.62682,3736900,0.66372,0,1,0,1,1,0.62682,1,0,1,0,0,1,1,0.76479,0,0,0.22279,0,0.37318,0,0,0.23521,0,1,1,0,0,0,0,0,1,0,0,0.77721,1,0,0,0,0,1,0.33628,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,3741124,0.015810000000001,0,0,0,0,0,0,0,1,0,0,1,1,0,0.80673,1,0,0,0,0,1,0.984189999999999,0,1,0,1,0,0,0,0,1,1,1,1,0.61368,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,1,0.03874,0,0.96126,3744251,1,0,0,1,0,0,0.96126,1,0.03874,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
0,1,0,0,0,0,1,3744998,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.72177,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51801,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
0,0,0,0,0,0,1,3745805,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0.56796,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.24864,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0
0,1,0,0,0,0,1,3746510,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
0,0,1,0,0,0.16276,0.83724,3747637,0.84453,0,1,1,0,0,0.83724,0,0,0,0,1,1,1,0.87441,1,1,0.09895,0,0.16276,1,0,0.12559,0,1,1,0,0,0,0,1,1,1,1,0.90105,1,0,0,1,0,0,0.15547,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
0,1,1,0,0.7204,0,0.2796,3748812,0.52962,0,1,1,1,0,0.2796,1,0.7204,0,0,1,1,1,1,1,0,0,0,0,1,0.47038,0,0,1,1,0,0,0,0,1,1,0,0,0.98313,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,1,0,1,0,0,3753442,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.56103,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0.341520000000001,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,1,1,0,1,0,0,3754056,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.05631,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.834720000000001,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1
0,1,1,0,0.617660000000002,0,0,3754714,0,0,0,1,0,0,0,1,0.617660000000002,0,0,1,0,0,0.068190000000001,1,0,0,0,0,1,0.984050000000002,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,1,1,0,0.710949999999999,0,0.289050000000001,3755625,0.53799,0,0,1,0,0,0.289050000000001,1,0.710949999999999,0,0,1,0,0,0.46401,1,0,0,0,0,1,0.46201,0,0,1,1,1,0,0,0,0,1,0,0,0.79944,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.41631
0,0,0,1,0.17005,0,0.82995,3759564,1,0,1,1,0,0,0.82995,0,0.17005,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0,1,0,1,0,0,1,3768744,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86073,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0
0,1,1,0,0,0,1,3790242,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,0,1,3803603,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
0,1,0,0,0,0,1,3804794,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.930569999999999,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1,1,1,1,0,0,1,3820370,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
0,1,1,1,0,0,1,3833062,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.877380000000001,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,1,3833827,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
0,1,1,0,0.50845,0,0.49155,3834561,0.66804,0,0,0,0,0,0.49155,1,0.50845,0,0,0,0,0,1,0,0,0,0,0,0,0.33196,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
0,1,1,0,0.008450000000002,0,0,3837125,0,0,0,1,0,0,0,1,0.008450000000002,0,0,1,1,1,0,1,0,0,0,0,1,0.348020000000002,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0.37399,0.62601,3837737,0.663,0,0,1,0,0,0.62601,1,0,0,0,1,1,0,0.76434,1,0,0.22333,0,0.37399,1,0,0.23566,0,1,1,1,0,0,0,1,1,0,0,0.77667,0,0,1,1,0,0,0.337,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,1,3838356,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0.434019999999999,0,0.565980000000001,3850331,0.78099,0,0,1,0,0,0.565980000000001,1,0.434019999999999,0,0,1,1,1,1,1,0,0,0,0,1,0.21901,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,0.02407,0.97593,3851157,0.96342,0,0,0,0,1,0.97593,1,0,0,0,0,1,1,0.94632,0,1,0.01741,1,0.02407,0,0,0.05368,0,1,1,0,0,0,0,1,1,0,0,0.98259,0,0,0,0,0,1,0.03658,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
0,1,1,0,0.03811,0,0.96189,3851782,1,0,0,1,0,0,0.96189,1,0.03811,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,1,3852444,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0,1,3853149,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,3854674,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0,1,3859670,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,1,3862810,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
0,1,0,0,0,0,1,3865040,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.26727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.019680000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
0,1,1,0,0,0,1,3866152,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0.03604,0.96396,3867254,0.95316,0,0,1,0,0,0.96396,1,0,0,0,1,1,0,0.9402,1,0,0.02434,0,0.03604,1,0,0.0598,0,1,1,1,0,0,0,1,1,0,0,0.97566,0,0,1,1,0,0,0.04684,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,1,0,0,1,3877877,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
0,1,1,0,0,0.37381,0.62619,3886319,0.66309,0,1,1,0,0,0.62619,1,0,0,0,1,1,1,0.76452,1,0,0.22315,0,0.37381,1,0,0.23548,0,1,1,1,0,0,0,0,1,0,0,0.77685,1,0,0,1,0,0,0.33691,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,1,3886793,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0.37417,0.62583,3888328,0.66291,0,0,1,0,0,0.62583,1,0,0,0,1,1,1,0.76434,1,0,0.22342,0,0.37417,1,0,0.23566,0,1,1,1,0,0,0,0,1,0,0,0.77658,0,0,0,1,0,0,0.33709,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0.05377,0.94623,3905172,0.93795,0,0,1,0,0,0.94623,1,0,0,0,1,0,0,0.93093,1,0,0.03487,0,0.05377,1,0,0.06907,0,1,1,1,0,0,0,0,1,0,0,0.96513,0,0,1,1,0,0,0.06205,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0.17383,0.82617,3906593,0.83499,0,0,1,0,0,0.82617,0,0,0,0,1,1,0,0.86865,1,0,0.10543,0,0.17383,1,0,0.13135,0,1,1,1,0,0,0,0,1,1,1,0.89457,0,0,1,1,0,0,0.16501,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,1,3912651,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0.37435,0.62565,3917650,0.66273,0,1,1,0,0,0.62565,1,0,0,0,1,1,1,0.76434,1,0,0.22324,0,0.37435,1,0,0.23566,0,1,1,1,0,0,0,1,1,0,0,0.77676,1,0,0,1,0,0,0.33727,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,0.04243,0.95757,3930617,0.94767,0,0,1,0,0,0.95757,1,0,0,0,1,1,1,0.93669,1,0,0.02848,1,0.04243,1,0,0.06331,0,1,1,1,0,0,0,1,1,0,0,0.97152,0,0,0,1,0,0,0.05233,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,0,0.0391,0.9609,3933818,0.95055,0,1,1,0,0,0.9609,1,0,0,0,1,1,1,0,0,0,0,1,0.0391,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.04945,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0.16987,0.83013,3934376,0.83841,0,0,1,0,0,0.83013,0,0,0,0,1,1,0,0.870809999999999,1,0,0.10309,0,0.16987,1,0,0.12919,1,0,1,1,0,0,0,0,1,1,1,0.89691,0,0,1,1,0,0,0.16159,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0,0,1,3936846,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
